area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1969,kt,0.6148
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1969,kt,3.3475
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1969,kt,887.0875
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1969,kt,887.0875
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1970,kt,2.7165
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1970,kt,0.6112
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1970,kt,3.3277
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1970,kt,881.8405
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1970,kt,881.8405
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1971,kt,3.0162
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1971,kt,0.6787
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1971,kt,3.6949
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1971,kt,979.1485
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1971,kt,979.1485
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1972,kt,3.0854
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1972,kt,0.6942
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1972,kt,3.7796
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1972,kt,1001.594
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1972,kt,1001.594
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1973,kt,3.0587
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1973,kt,0.6882
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1973,kt,3.7469
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1973,kt,992.9285
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1973,kt,992.9285
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1974,kt,3.2658
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1974,kt,0.7348
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1974,kt,4.0006
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1974,kt,1060.159
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1974,kt,1060.159
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1975,kt,2.7899
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1975,kt,0.6277
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1975,kt,3.4176
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1975,kt,905.664
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1975,kt,905.664
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1976,kt,2.6924
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1976,kt,0.6058
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1976,kt,3.2981
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1976,kt,873.9965
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1976,kt,873.9965
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1977,kt,3.3145
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1977,kt,0.7458
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1977,kt,4.0602
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1977,kt,1075.953
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1977,kt,1075.953
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1978,kt,3.4454
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1978,kt,0.7752
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1978,kt,4.2206
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1978,kt,1118.459
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1978,kt,1118.459
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1979,kt,3.472
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1979,kt,0.7812
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1979,kt,4.2532
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1979,kt,1127.098
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1979,kt,1127.098
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1980,kt,3.8507
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1980,kt,0.8664
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1980,kt,4.7171
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1980,kt,1250.0315
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1980,kt,1250.0315
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1981,kt,3.8662
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1981,kt,0.8699
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1981,kt,4.7361
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1981,kt,1255.0665
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1981,kt,1255.0665
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1982,kt,4.2889
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1982,kt,0.965
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1982,kt,5.2539
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1982,kt,1392.2835
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1982,kt,1392.2835
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1983,kt,4.1777
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1983,kt,0.94
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1983,kt,5.1177
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1983,kt,1356.1905
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1983,kt,1356.1905
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1984,kt,5.1601
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1984,kt,1.161
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1984,kt,6.3211
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1984,kt,1675.0915
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1984,kt,1675.0915
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1985,kt,4.4036
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1985,kt,0.9908
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1985,kt,5.3945
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1985,kt,1429.5425
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1985,kt,1429.5425
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1986,kt,4.7632
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1986,kt,1.0717
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1986,kt,5.8349
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1986,kt,1546.2485
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1986,kt,1546.2485
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1987,kt,4.2603
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1987,kt,0.9586
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1987,kt,5.2188
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1987,kt,1382.982
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1987,kt,1382.982
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1988,kt,4.1492000000000004
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1988,kt,0.9336
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1988,kt,5.0828
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1988,kt,1346.942
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1988,kt,1346.942
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1989,kt,4.4474
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1989,kt,1.0007
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1989,kt,5.448
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1989,kt,1443.72
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1989,kt,1443.72
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1990,kt,4.4054
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1990,kt,0.9912
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1990,kt,5.3966
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1990,kt,1430.099
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1990,kt,1430.099
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1991,kt,4.4045
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1991,kt,0.991
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1991,kt,5.3955
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1991,kt,1429.8075
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1991,kt,1429.8075
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1992,kt,4.3289
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1992,kt,0.974
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1992,kt,5.3029
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1992,kt,1405.2685
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1992,kt,1405.2685
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1993,kt,3.8363
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1993,kt,0.8632
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1993,kt,4.6995
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1993,kt,1245.3675
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1993,kt,1245.3675
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1994,kt,3.906
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1994,kt,0.8788
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1994,kt,4.7848
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1994,kt,1267.972
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1994,kt,1267.972
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1995,kt,4.2513
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1995,kt,0.9565
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1995,kt,5.2079
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1995,kt,1380.0935
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1995,kt,1380.0935
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1996,kt,4.7539
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1996,kt,1.0696
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1996,kt,5.8235
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1996,kt,1543.2275
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1996,kt,1543.2275
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1997,kt,4.5774
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1997,kt,1.0299
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1997,kt,5.6073
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1997,kt,1485.9345
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1997,kt,1485.9345
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1998,kt,4.4357
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1998,kt,0.998
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1998,kt,5.4337
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1998,kt,1439.9305
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1998,kt,1439.9305
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),1999,kt,4.3113
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),1999,kt,0.97
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),1999,kt,5.2813
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),1999,kt,1399.5445
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),1999,kt,1399.5445
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2000,kt,4.6485
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2000,kt,1.0459
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2000,kt,5.6944
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2000,kt,1509.016
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2000,kt,1509.016
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2001,kt,3.7095
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2001,kt,0.8346
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2001,kt,4.5442
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2001,kt,1204.213
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2001,kt,1204.213
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2002,kt,4.4623
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2002,kt,1.004
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2002,kt,5.4663
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2002,kt,1448.5695
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2002,kt,1448.5695
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2003,kt,4.1549
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2003,kt,0.9349
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2003,kt,5.0898
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2003,kt,1348.797
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2003,kt,1348.797
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2004,kt,4.2754
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2004,kt,0.962
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2004,kt,5.2374
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2004,kt,1387.911
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2004,kt,1387.911
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2005,kt,4.0759
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2005,kt,0.9171
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2005,kt,4.993
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2005,kt,1323.145
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2005,kt,1323.145
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2006,kt,4.0363
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2006,kt,0.9082
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2006,kt,4.9445
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2006,kt,1310.2925
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2006,kt,1310.2925
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2007,kt,3.7215
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2007,kt,0.8373
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2007,kt,4.5588
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2007,kt,1208.082
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2007,kt,1208.082
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2008,kt,4.6808
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2008,kt,1.0532
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2008,kt,5.734
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2008,kt,1519.51
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2008,kt,1519.51
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2009,kt,4.1795
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2009,kt,0.9404
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2009,kt,5.1199
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2009,kt,1356.7735
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2009,kt,1356.7735
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2010,kt,4.0668
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2010,kt,0.915
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2010,kt,4.9818
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2010,kt,1320.177
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2010,kt,1320.177
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2011,kt,4.1785
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2011,kt,0.9402
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2011,kt,5.1186
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2011,kt,1356.429
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2011,kt,1356.429
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2012,kt,3.7952
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2012,kt,0.8539
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2012,kt,4.6492000000000004
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2012,kt,1232.038
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2012,kt,1232.038
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Direct emissions (N2O),2013,kt,3.8706
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Indirect emissions (N2O),2013,kt,0.8709
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (N2O),2013,kt,4.7415
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) from N2O (AR5),2013,kt,1256.4975
United Kingdom of Great Britain and Northern Ireland,Crop Residues,Emissions (CO2eq) (AR5),2013,kt,1256.4975
